Item,Price,Quantity,Order Total,Order Date,Month,Year,Month_Num,Day,Weekday,Is_Weekend,Avg_Price_Per_Item,High_Value_Order,Category_Drinks,Category_Main Dishes,Category_Side Dishes,Category_Starters,Payment Method_Credit Card,Payment Method_Digital Wallet
Cheese Fries,5.0,3.0,15.0,2023-04-15,2023-04,2023,4,15,Saturday,1,5.0,0,False,False,False,True,False,False
Steak,20.0,5.0,100.0,2022-11-28,2022-11,2022,11,28,Monday,0,20.0,0,False,True,False,False,False,True
Beef Chili,7.0,5.0,35.0,2023-09-26,2023-09,2023,9,26,Tuesday,0,7.0,0,False,False,False,True,False,False
Grilled Chicken,15.0,5.0,75.0,2023-11-20,2023-11,2023,11,20,Monday,0,15.0,0,False,True,False,False,False,True
Pasta Alfredo,12.0,4.0,48.0,2023-09-12,2023-09,2023,9,12,Tuesday,0,12.0,0,False,True,False,False,False,False
Mashed Potatoes,4.0,5.0,20.0,2023-02-04,2023-02,2023,2,4,Saturday,1,4.0,0,False,False,True,False,False,False
Ice Cream,5.0,3.0,15.0,2022-11-23,2022-11,2022,11,23,Wednesday,0,5.0,0,False,False,False,False,False,False
Vegetarian Platter,14.0,2.0,28.0,2022-03-15,2022-03,2022,3,15,Tuesday,0,14.0,0,False,True,False,False,False,False
Lemonade,3.0,1.0,3.0,2023-08-14,2023-08,2023,8,14,Monday,0,3.0,0,True,False,False,False,True,False
Onion Rings,5.0,2.0,10.0,2023-02-23,2023-02,2023,2,23,Thursday,0,5.0,0,False,False,True,False,False,False
Cheesecake,7.0,1.0,7.0,2022-10-21,2022-10,2022,10,21,Friday,0,7.0,0,False,False,False,False,False,True
Steak,20.0,3.0,60.0,2022-05-03,2022-05,2022,5,3,Tuesday,0,20.0,0,False,True,False,False,False,True
Chocolate Cake,6.0,1.0,6.0,2023-10-30,2023-10,2023,10,30,Monday,0,6.0,0,False,False,False,False,False,True
Ice Cream,5.0,2.0,10.0,2023-05-28,2023-05,2023,5,28,Sunday,1,5.0,0,False,False,False,False,False,True
Sweet Potato Fries,5.0,4.0,20.0,2023-04-12,2023-04,2023,4,12,Wednesday,0,5.0,0,False,False,False,True,True,False
French Fries,4.0,5.0,20.0,2022-05-26,2022-05,2022,5,26,Thursday,0,4.0,0,False,False,False,True,False,False
Orange Juice,3.0,3.0,9.0,2023-05-31,2023-05,2023,5,31,Wednesday,0,3.0,0,True,False,False,False,True,False
Vegetarian Platter,14.0,2.0,28.0,2023-11-15,2023-11,2023,11,15,Wednesday,0,14.0,0,False,True,False,False,False,False
Fruit Salad,4.0,5.0,20.0,2022-06-21,2022-06,2022,6,21,Tuesday,0,4.0,0,False,False,False,False,False,False
Sweet Potato Fries,5.0,2.0,10.0,2022-05-03,2022-05,2022,5,3,Tuesday,0,5.0,0,False,False,False,True,False,True
Chicken Melt,8.0,5.0,40.0,2022-05-05,2022-05,2022,5,5,Thursday,0,8.0,0,False,False,False,True,True,False
Grilled Chicken,15.0,1.0,15.0,2023-06-05,2023-06,2023,6,5,Monday,0,15.0,0,False,True,False,False,False,True
Pasta Alfredo,12.0,5.0,60.0,2022-10-05,2022-10,2022,10,5,Wednesday,0,12.0,0,False,True,False,False,False,False
French Fries,4.0,4.0,16.0,2023-09-30,2023-09,2023,9,30,Saturday,1,4.0,0,False,False,False,True,True,False
Pasta Alfredo,12.0,4.0,48.0,2023-02-15,2023-02,2023,2,15,Wednesday,0,12.0,0,False,True,False,False,False,False
Salmon,18.0,3.0,54.0,2023-07-06,2023-07,2023,7,6,Thursday,0,18.0,0,False,True,False,False,False,True
French Fries,4.0,4.0,16.0,2023-11-25,2023-11,2023,11,25,Saturday,1,4.0,0,False,False,False,True,False,True
Water,1.0,5.0,5.0,2023-06-11,2023-06,2023,6,11,Sunday,1,1.0,0,True,False,False,False,False,False
Chocolate Cake,6.0,4.0,24.0,2022-08-28,2022-08,2022,8,28,Sunday,1,6.0,0,False,False,False,False,False,False
Fruit Salad,4.0,4.0,16.0,2022-01-31,2022-01,2022,1,31,Monday,0,4.0,0,False,False,False,False,False,True
Chocolate Cake,6.0,1.0,6.0,2023-01-04,2023-01,2023,1,4,Wednesday,0,6.0,0,False,False,False,False,False,False
Salmon,18.0,4.0,72.0,2023-11-05,2023-11,2023,11,5,Sunday,1,18.0,0,False,True,False,False,False,True
Side Salad,3.0,3.0,9.0,2022-08-29,2022-08,2022,8,29,Monday,0,3.0,0,False,False,True,False,False,False
Grilled Chicken,15.0,1.0,15.0,2023-04-25,2023-04,2023,4,25,Tuesday,0,15.0,0,False,True,False,False,True,False
Chocolate Cake,6.0,5.0,30.0,2023-09-22,2023-09,2023,9,22,Friday,0,6.0,0,False,False,False,False,False,False
Nachos Grande,10.0,3.0,30.0,2023-09-01,2023-09,2023,9,1,Friday,0,10.0,0,False,False,False,True,False,False
Cheese Fries,5.0,1.0,5.0,2023-09-12,2023-09,2023,9,12,Tuesday,0,5.0,0,False,False,False,True,False,True
Vegetarian Platter,14.0,4.0,56.0,2023-11-26,2023-11,2023,11,26,Sunday,1,14.0,0,False,True,False,False,True,False
Fruit Salad,4.0,2.0,8.0,2023-07-07,2023-07,2023,7,7,Friday,0,4.0,0,False,False,False,False,False,False
Water,1.0,1.0,1.0,2022-10-11,2022-10,2022,10,11,Tuesday,0,1.0,0,True,False,False,False,True,False
Cheese Fries,5.0,3.0,15.0,2023-05-05,2023-05,2023,5,5,Friday,0,5.0,0,False,False,False,True,False,False
Orange Juice,3.0,3.0,9.0,2022-05-14,2022-05,2022,5,14,Saturday,1,3.0,0,True,False,False,False,False,False
Ice Cream,5.0,5.0,25.0,2023-10-20,2023-10,2023,10,20,Friday,0,5.0,0,False,False,False,False,False,True
Side Salad,3.0,3.0,9.0,2022-03-29,2022-03,2022,3,29,Tuesday,0,3.0,0,False,False,True,False,True,False
Orange Juice,3.0,3.0,9.0,2023-07-25,2023-07,2023,7,25,Tuesday,0,3.0,0,True,False,False,False,False,True
Grilled Chicken,15.0,3.0,45.0,2022-05-08,2022-05,2022,5,8,Sunday,1,15.0,0,False,True,False,False,False,False
Vegetarian Platter,14.0,5.0,70.0,2023-02-18,2023-02,2023,2,18,Saturday,1,14.0,0,False,True,False,False,False,True
Mashed Potatoes,4.0,4.0,16.0,2022-09-09,2022-09,2022,9,9,Friday,0,4.0,0,False,False,True,False,False,False
Sweet Potato Fries,5.0,5.0,25.0,2023-07-13,2023-07,2023,7,13,Thursday,0,5.0,0,False,False,False,True,True,False
Pasta Alfredo,12.0,3.0,36.0,2023-08-04,2023-08,2023,8,4,Friday,0,12.0,0,False,True,False,False,False,False
Cheese Fries,5.0,3.0,15.0,2023-11-15,2023-11,2023,11,15,Wednesday,0,5.0,0,False,False,False,True,False,True
French Fries,4.0,4.0,16.0,2023-10-06,2023-10,2023,10,6,Friday,0,4.0,0,False,False,False,True,False,False
Garlic Bread,4.0,3.0,12.0,2023-08-01,2023-08,2023,8,1,Tuesday,0,4.0,0,False,False,True,False,False,False
Brownie,6.0,2.0,12.0,2022-11-07,2022-11,2022,11,7,Monday,0,6.0,0,False,False,False,False,False,True
Side Salad,3.0,2.0,6.0,2022-12-08,2022-12,2022,12,8,Thursday,0,3.0,0,False,False,True,False,True,False
Pasta Alfredo,12.0,3.0,36.0,2022-10-20,2022-10,2022,10,20,Thursday,0,12.0,0,False,True,False,False,False,False
Grilled Vegetables,5.0,5.0,25.0,2023-04-13,2023-04,2023,4,13,Thursday,0,5.0,0,False,False,True,False,False,False
Cheesecake,7.0,1.0,7.0,2022-08-29,2022-08,2022,8,29,Monday,0,7.0,0,False,False,False,False,True,False
Water,1.0,3.0,3.0,2022-11-06,2022-11,2022,11,6,Sunday,1,1.0,0,True,False,False,False,True,False
Vegetarian Platter,14.0,3.0,42.0,2023-06-22,2023-06,2023,6,22,Thursday,0,14.0,0,False,True,False,False,False,True
Side Salad,3.0,4.0,12.0,2023-12-30,2023-12,2023,12,30,Saturday,1,3.0,0,False,False,True,False,True,False
Grilled Vegetables,5.0,2.0,10.0,2022-04-15,2022-04,2022,4,15,Friday,0,5.0,0,False,False,True,False,False,False
Mashed Potatoes,4.0,4.0,16.0,2022-12-11,2022-12,2022,12,11,Sunday,1,4.0,0,False,False,True,False,False,True
Side Salad,3.0,2.0,6.0,2022-07-26,2022-07,2022,7,26,Tuesday,0,3.0,0,False,False,True,False,False,False
Side Salad,3.0,5.0,15.0,2023-01-16,2023-01,2023,1,16,Monday,0,3.0,0,False,False,True,False,False,True
Side Salad,3.0,2.0,6.0,2023-08-12,2023-08,2023,8,12,Saturday,1,3.0,0,False,False,True,False,False,False
Fruit Salad,4.0,3.0,12.0,2023-08-28,2023-08,2023,8,28,Monday,0,4.0,0,False,False,False,False,True,False
Grilled Chicken,15.0,5.0,75.0,2022-10-05,2022-10,2022,10,5,Wednesday,0,15.0,0,False,True,False,False,False,True
Pasta Alfredo,12.0,3.0,36.0,2023-06-19,2023-06,2023,6,19,Monday,0,12.0,0,False,True,False,False,True,False
Garlic Bread,4.0,2.0,8.0,2023-02-15,2023-02,2023,2,15,Wednesday,0,4.0,0,False,False,True,False,False,True
Chocolate Cake,6.0,4.0,24.0,2023-10-22,2023-10,2023,10,22,Sunday,1,6.0,0,False,False,False,False,False,False
Grilled Chicken,15.0,3.0,45.0,2022-03-26,2022-03,2022,3,26,Saturday,1,15.0,0,False,True,False,False,False,True
Grilled Vegetables,5.0,4.0,20.0,2023-09-03,2023-09,2023,9,3,Sunday,1,5.0,0,False,False,True,False,True,False
Mashed Potatoes,4.0,4.0,16.0,2022-05-22,2022-05,2022,5,22,Sunday,1,4.0,0,False,False,True,False,False,False
Side Salad,3.0,4.0,12.0,2023-08-25,2023-08,2023,8,25,Friday,0,3.0,0,False,False,True,False,True,False
Sweet Potato Fries,5.0,2.0,10.0,2022-09-09,2022-09,2022,9,9,Friday,0,5.0,0,False,False,False,True,False,False
Cheese Fries,5.0,2.0,10.0,2022-10-23,2022-10,2022,10,23,Sunday,1,5.0,0,False,False,False,True,False,False
Orange Juice,3.0,5.0,15.0,2022-08-12,2022-08,2022,8,12,Friday,0,3.0,0,True,False,False,False,True,False
Orange Juice,3.0,1.0,3.0,2022-05-29,2022-05,2022,5,29,Sunday,1,3.0,0,True,False,False,False,False,True
Grilled Vegetables,5.0,4.0,20.0,2023-09-28,2023-09,2023,9,28,Thursday,0,5.0,0,False,False,True,False,False,False
Orange Juice,3.0,1.0,3.0,2023-11-14,2023-11,2023,11,14,Tuesday,0,3.0,0,True,False,False,False,True,False
Coca Cola,2.5,1.0,2.5,2022-05-26,2022-05,2022,5,26,Thursday,0,2.5,0,True,False,False,False,False,True
Orange Juice,3.0,4.0,12.0,2022-03-21,2022-03,2022,3,21,Monday,0,3.0,0,True,False,False,False,False,False
Beef Chili,7.0,2.0,14.0,2022-11-26,2022-11,2022,11,26,Saturday,1,7.0,0,False,False,False,True,True,False
Chocolate Cake,6.0,2.0,12.0,2022-03-25,2022-03,2022,3,25,Friday,0,6.0,0,False,False,False,False,False,True
Grilled Vegetables,5.0,4.0,20.0,2022-10-14,2022-10,2022,10,14,Friday,0,5.0,0,False,False,True,False,False,True
Side Salad,3.0,3.0,9.0,2022-08-12,2022-08,2022,8,12,Friday,0,3.0,0,False,False,True,False,False,True
Grilled Chicken,15.0,5.0,75.0,2023-07-01,2023-07,2023,7,1,Saturday,1,15.0,0,False,True,False,False,False,False
Mashed Potatoes,4.0,5.0,20.0,2023-11-19,2023-11,2023,11,19,Sunday,1,4.0,0,False,False,True,False,True,False
Chicken Melt,8.0,1.0,8.0,2023-05-19,2023-05,2023,5,19,Friday,0,8.0,0,False,False,False,True,True,False
Fruit Salad,4.0,4.0,16.0,2022-10-12,2022-10,2022,10,12,Wednesday,0,4.0,0,False,False,False,False,True,False
Coca Cola,2.5,1.0,2.5,2022-01-24,2022-01,2022,1,24,Monday,0,2.5,0,True,False,False,False,False,False
Garlic Bread,4.0,5.0,20.0,2022-12-28,2022-12,2022,12,28,Wednesday,0,4.0,0,False,False,True,False,True,False
Cheese Fries,5.0,4.0,20.0,2022-01-31,2022-01,2022,1,31,Monday,0,5.0,0,False,False,False,True,False,True
Grilled Chicken,15.0,5.0,75.0,2023-09-19,2023-09,2023,9,19,Tuesday,0,15.0,0,False,True,False,False,False,True
Grilled Chicken,15.0,2.0,30.0,2022-03-13,2022-03,2022,3,13,Sunday,1,15.0,0,False,True,False,False,False,True
Side Salad,3.0,5.0,15.0,2022-01-29,2022-01,2022,1,29,Saturday,1,3.0,0,False,False,True,False,True,False
Water,1.0,1.0,1.0,2022-05-24,2022-05,2022,5,24,Tuesday,0,1.0,0,True,False,False,False,False,False
Water,1.0,4.0,4.0,2022-01-15,2022-01,2022,1,15,Saturday,1,1.0,0,True,False,False,False,False,True
Cheesecake,7.0,3.0,21.0,2023-10-24,2023-10,2023,10,24,Tuesday,0,7.0,0,False,False,False,False,False,True
Side Salad,3.0,5.0,15.0,2023-11-09,2023-11,2023,11,9,Thursday,0,3.0,0,False,False,True,False,False,False
Water,1.0,1.0,1.0,2023-11-13,2023-11,2023,11,13,Monday,0,1.0,0,True,False,False,False,False,True
Coca Cola,2.5,3.0,7.5,2023-09-26,2023-09,2023,9,26,Tuesday,0,2.5,0,True,False,False,False,True,False
Vegetarian Platter,14.0,5.0,70.0,2023-08-18,2023-08,2023,8,18,Friday,0,14.0,0,False,True,False,False,False,False
Iced Tea,2.5,5.0,12.5,2023-02-12,2023-02,2023,2,12,Sunday,1,2.5,0,True,False,False,False,False,True
Orange Juice,3.0,4.0,12.0,2023-09-24,2023-09,2023,9,24,Sunday,1,3.0,0,True,False,False,False,True,False
Cheese Fries,5.0,5.0,25.0,2023-07-23,2023-07,2023,7,23,Sunday,1,5.0,0,False,False,False,True,False,False
Water,1.0,4.0,4.0,2022-09-02,2022-09,2022,9,2,Friday,0,1.0,0,True,False,False,False,True,False
Grilled Chicken,15.0,3.0,45.0,2022-03-13,2022-03,2022,3,13,Sunday,1,15.0,0,False,True,False,False,False,False
Chocolate Cake,6.0,4.0,24.0,2023-09-29,2023-09,2023,9,29,Friday,0,6.0,0,False,False,False,False,False,True
Grilled Chicken,15.0,2.0,30.0,2022-05-15,2022-05,2022,5,15,Sunday,1,15.0,0,False,True,False,False,True,False
Nachos Grande,10.0,5.0,50.0,2023-05-04,2023-05,2023,5,4,Thursday,0,10.0,0,False,False,False,True,False,False
Lemonade,3.0,4.0,12.0,2022-04-20,2022-04,2022,4,20,Wednesday,0,3.0,0,True,False,False,False,False,False
Vegetarian Platter,14.0,1.0,14.0,2022-12-21,2022-12,2022,12,21,Wednesday,0,14.0,0,False,True,False,False,False,False
Vegetarian Platter,14.0,4.0,56.0,2023-09-03,2023-09,2023,9,3,Sunday,1,14.0,0,False,True,False,False,True,False
Salmon,18.0,5.0,90.0,2022-07-09,2022-07,2022,7,9,Saturday,1,18.0,0,False,True,False,False,False,False
Vegetarian Platter,14.0,1.0,14.0,2022-11-06,2022-11,2022,11,6,Sunday,1,14.0,0,False,True,False,False,False,True
Steak,20.0,5.0,100.0,2023-05-18,2023-05,2023,5,18,Thursday,0,20.0,0,False,True,False,False,False,False
Coca Cola,2.5,5.0,12.5,2023-11-01,2023-11,2023,11,1,Wednesday,0,2.5,0,True,False,False,False,False,True
Grilled Vegetables,5.0,1.0,5.0,2022-06-29,2022-06,2022,6,29,Wednesday,0,5.0,0,False,False,True,False,True,False
Brownie,6.0,4.0,24.0,2023-03-23,2023-03,2023,3,23,Thursday,0,6.0,0,False,False,False,False,False,False
Coca Cola,2.5,1.0,2.5,2023-05-22,2023-05,2023,5,22,Monday,0,2.5,0,True,False,False,False,False,False
Salmon,18.0,1.0,18.0,2022-05-14,2022-05,2022,5,14,Saturday,1,18.0,0,False,True,False,False,False,True
Sweet Potato Fries,5.0,3.0,15.0,2022-11-30,2022-11,2022,11,30,Wednesday,0,5.0,0,False,False,False,True,True,False
Beef Chili,7.0,4.0,28.0,2022-12-20,2022-12,2022,12,20,Tuesday,0,7.0,0,False,False,False,True,False,True
Pasta Alfredo,12.0,1.0,12.0,2022-05-28,2022-05,2022,5,28,Saturday,1,12.0,0,False,True,False,False,True,False
Orange Juice,3.0,5.0,15.0,2023-04-21,2023-04,2023,4,21,Friday,0,3.0,0,True,False,False,False,False,False
Grilled Chicken,15.0,1.0,15.0,2023-10-22,2023-10,2023,10,22,Sunday,1,15.0,0,False,True,False,False,False,True
Steak,20.0,3.0,60.0,2022-02-08,2022-02,2022,2,8,Tuesday,0,20.0,0,False,True,False,False,True,False
Vegetarian Platter,14.0,2.0,28.0,2023-08-10,2023-08,2023,8,10,Thursday,0,14.0,0,False,True,False,False,False,True
Chocolate Cake,6.0,4.0,24.0,2022-11-05,2022-11,2022,11,5,Saturday,1,6.0,0,False,False,False,False,False,True
Lemonade,3.0,4.0,12.0,2022-05-21,2022-05,2022,5,21,Saturday,1,3.0,0,True,False,False,False,False,True
Side Salad,3.0,5.0,15.0,2023-11-26,2023-11,2023,11,26,Sunday,1,3.0,0,False,False,True,False,False,False
Lemonade,3.0,5.0,15.0,2023-02-18,2023-02,2023,2,18,Saturday,1,3.0,0,True,False,False,False,False,True
Pasta Alfredo,12.0,4.0,48.0,2022-07-24,2022-07,2022,7,24,Sunday,1,12.0,0,False,True,False,False,False,True
Brownie,6.0,2.0,12.0,2023-02-26,2023-02,2023,2,26,Sunday,1,6.0,0,False,False,False,False,False,False
French Fries,4.0,1.0,4.0,2023-10-31,2023-10,2023,10,31,Tuesday,0,4.0,0,False,False,False,True,False,False
Cheesecake,7.0,1.0,7.0,2023-10-31,2023-10,2023,10,31,Tuesday,0,7.0,0,False,False,False,False,False,False
Grilled Chicken,15.0,4.0,60.0,2022-10-04,2022-10,2022,10,4,Tuesday,0,15.0,0,False,True,False,False,False,True
French Fries,4.0,3.0,12.0,2022-04-29,2022-04,2022,4,29,Friday,0,4.0,0,False,False,False,True,True,False
Grilled Vegetables,5.0,1.0,5.0,2022-07-29,2022-07,2022,7,29,Friday,0,5.0,0,False,False,True,False,False,True
Vegetarian Platter,14.0,1.0,14.0,2022-11-07,2022-11,2022,11,7,Monday,0,14.0,0,False,True,False,False,False,False
Chicken Melt,8.0,1.0,8.0,2023-09-14,2023-09,2023,9,14,Thursday,0,8.0,0,False,False,False,True,False,True
Water,1.0,1.0,1.0,2023-01-23,2023-01,2023,1,23,Monday,0,1.0,0,True,False,False,False,False,False
Sweet Potato Fries,5.0,1.0,5.0,2022-08-28,2022-08,2022,8,28,Sunday,1,5.0,0,False,False,False,True,False,True
Mashed Potatoes,4.0,5.0,20.0,2023-10-18,2023-10,2023,10,18,Wednesday,0,4.0,0,False,False,True,False,True,False
Steak,20.0,1.0,20.0,2022-09-26,2022-09,2022,9,26,Monday,0,20.0,0,False,True,False,False,False,True
Onion Rings,5.0,1.0,5.0,2022-07-15,2022-07,2022,7,15,Friday,0,5.0,0,False,False,True,False,False,False
Chocolate Cake,6.0,4.0,24.0,2022-07-29,2022-07,2022,7,29,Friday,0,6.0,0,False,False,False,False,False,False
Side Salad,3.0,1.0,3.0,2023-10-16,2023-10,2023,10,16,Monday,0,3.0,0,False,False,True,False,False,True
Beef Chili,7.0,1.0,7.0,2022-07-28,2022-07,2022,7,28,Thursday,0,7.0,0,False,False,False,True,False,True
Cheese Fries,5.0,4.0,20.0,2022-06-30,2022-06,2022,6,30,Thursday,0,5.0,0,False,False,False,True,False,False
Coca Cola,2.5,2.0,5.0,2022-09-20,2022-09,2022,9,20,Tuesday,0,2.5,0,True,False,False,False,False,False
Grilled Chicken,15.0,4.0,60.0,2022-10-11,2022-10,2022,10,11,Tuesday,0,15.0,0,False,True,False,False,True,False
Grilled Chicken,15.0,3.0,45.0,2023-05-14,2023-05,2023,5,14,Sunday,1,15.0,0,False,True,False,False,True,False
Mashed Potatoes,4.0,3.0,12.0,2022-08-05,2022-08,2022,8,5,Friday,0,4.0,0,False,False,True,False,True,False
Vegetarian Platter,14.0,1.0,14.0,2023-03-22,2023-03,2023,3,22,Wednesday,0,14.0,0,False,True,False,False,False,True
Cheese Fries,5.0,3.0,15.0,2023-06-30,2023-06,2023,6,30,Friday,0,5.0,0,False,False,False,True,False,False
Grilled Chicken,15.0,1.0,15.0,2022-04-03,2022-04,2022,4,3,Sunday,1,15.0,0,False,True,False,False,False,False
Beef Chili,7.0,5.0,35.0,2022-04-03,2022-04,2022,4,3,Sunday,1,7.0,0,False,False,False,True,False,True
Ice Cream,5.0,3.0,15.0,2023-04-25,2023-04,2023,4,25,Tuesday,0,5.0,0,False,False,False,False,True,False
Steak,20.0,2.0,40.0,2023-02-16,2023-02,2023,2,16,Thursday,0,20.0,0,False,True,False,False,True,False
Side Salad,3.0,2.0,6.0,2022-02-01,2022-02,2022,2,1,Tuesday,0,3.0,0,False,False,True,False,False,False
Water,1.0,2.0,2.0,2022-02-14,2022-02,2022,2,14,Monday,0,1.0,0,True,False,False,False,False,False
Fruit Salad,4.0,2.0,8.0,2022-11-27,2022-11,2022,11,27,Sunday,1,4.0,0,False,False,False,False,True,False
Cheese Fries,5.0,4.0,20.0,2023-07-17,2023-07,2023,7,17,Monday,0,5.0,0,False,False,False,True,False,False
Lemonade,3.0,2.0,6.0,2023-09-20,2023-09,2023,9,20,Wednesday,0,3.0,0,True,False,False,False,True,False
Beef Chili,7.0,5.0,35.0,2023-03-30,2023-03,2023,3,30,Thursday,0,7.0,0,False,False,False,True,False,False
Pasta Alfredo,12.0,2.0,24.0,2022-03-01,2022-03,2022,3,1,Tuesday,0,12.0,0,False,True,False,False,True,False
Cheesecake,7.0,2.0,14.0,2022-06-22,2022-06,2022,6,22,Wednesday,0,7.0,0,False,False,False,False,False,False
Salmon,18.0,4.0,72.0,2023-08-17,2023-08,2023,8,17,Thursday,0,18.0,0,False,True,False,False,True,False
Salmon,18.0,2.0,36.0,2023-12-07,2023-12,2023,12,7,Thursday,0,18.0,0,False,True,False,False,False,False
Chocolate Cake,6.0,4.0,24.0,2023-09-15,2023-09,2023,9,15,Friday,0,6.0,0,False,False,False,False,False,False
Pasta Alfredo,12.0,3.0,36.0,2023-05-02,2023-05,2023,5,2,Tuesday,0,12.0,0,False,True,False,False,False,True
Mashed Potatoes,4.0,3.0,12.0,2023-08-02,2023-08,2023,8,2,Wednesday,0,4.0,0,False,False,True,False,False,True
Salmon,18.0,4.0,72.0,2022-07-26,2022-07,2022,7,26,Tuesday,0,18.0,0,False,True,False,False,False,False
Coca Cola,2.5,4.0,10.0,2022-07-18,2022-07,2022,7,18,Monday,0,2.5,0,True,False,False,False,False,True
Pasta Alfredo,12.0,3.0,36.0,2022-10-07,2022-10,2022,10,7,Friday,0,12.0,0,False,True,False,False,False,True
Orange Juice,3.0,1.0,3.0,2023-11-19,2023-11,2023,11,19,Sunday,1,3.0,0,True,False,False,False,False,False
Side Salad,3.0,1.0,3.0,2022-03-11,2022-03,2022,3,11,Friday,0,3.0,0,False,False,True,False,False,True
Cheesecake,7.0,1.0,7.0,2022-04-24,2022-04,2022,4,24,Sunday,1,7.0,0,False,False,False,False,False,True
Side Salad,3.0,1.0,3.0,2022-08-09,2022-08,2022,8,9,Tuesday,0,3.0,0,False,False,True,False,False,False
Pasta Alfredo,12.0,5.0,60.0,2023-10-30,2023-10,2023,10,30,Monday,0,12.0,0,False,True,False,False,True,False
Grilled Vegetables,5.0,5.0,25.0,2022-02-10,2022-02,2022,2,10,Thursday,0,5.0,0,False,False,True,False,True,False
Pasta Alfredo,12.0,4.0,48.0,2023-03-11,2023-03,2023,3,11,Saturday,1,12.0,0,False,True,False,False,True,False
Grilled Vegetables,5.0,4.0,20.0,2022-08-26,2022-08,2022,8,26,Friday,0,5.0,0,False,False,True,False,True,False
Grilled Chicken,15.0,3.0,45.0,2022-06-27,2022-06,2022,6,27,Monday,0,15.0,0,False,True,False,False,False,True
Iced Tea,2.5,3.0,7.5,2023-12-18,2023-12,2023,12,18,Monday,0,2.5,0,True,False,False,False,False,False
Coca Cola,2.5,4.0,10.0,2023-10-19,2023-10,2023,10,19,Thursday,0,2.5,0,True,False,False,False,True,False
Onion Rings,5.0,4.0,20.0,2022-11-07,2022-11,2022,11,7,Monday,0,5.0,0,False,False,True,False,False,True
Ice Cream,5.0,4.0,20.0,2022-06-22,2022-06,2022,6,22,Wednesday,0,5.0,0,False,False,False,False,False,False
Beef Chili,7.0,1.0,7.0,2023-03-14,2023-03,2023,3,14,Tuesday,0,7.0,0,False,False,False,True,False,False
Fruit Salad,4.0,3.0,12.0,2022-10-17,2022-10,2022,10,17,Monday,0,4.0,0,False,False,False,False,False,False
Fruit Salad,4.0,4.0,16.0,2023-11-04,2023-11,2023,11,4,Saturday,1,4.0,0,False,False,False,False,False,True
Cheesecake,7.0,4.0,28.0,2022-03-07,2022-03,2022,3,7,Monday,0,7.0,0,False,False,False,False,True,False
Ice Cream,5.0,3.0,15.0,2023-10-16,2023-10,2023,10,16,Monday,0,5.0,0,False,False,False,False,False,True
Coca Cola,2.5,1.0,2.5,2023-07-17,2023-07,2023,7,17,Monday,0,2.5,0,True,False,False,False,False,True
Cheese Fries,5.0,4.0,20.0,2023-07-10,2023-07,2023,7,10,Monday,0,5.0,0,False,False,False,True,False,True
Chocolate Cake,6.0,3.0,18.0,2023-06-11,2023-06,2023,6,11,Sunday,1,6.0,0,False,False,False,False,True,False
Water,1.0,4.0,4.0,2022-02-28,2022-02,2022,2,28,Monday,0,1.0,0,True,False,False,False,True,False
Iced Tea,2.5,1.0,2.5,2023-10-07,2023-10,2023,10,7,Saturday,1,2.5,0,True,False,False,False,False,True
Vegetarian Platter,14.0,1.0,14.0,2023-12-02,2023-12,2023,12,2,Saturday,1,14.0,0,False,True,False,False,False,False
Cheese Fries,5.0,2.0,10.0,2023-06-04,2023-06,2023,6,4,Sunday,1,5.0,0,False,False,False,True,True,False
Pasta Alfredo,12.0,4.0,48.0,2022-06-19,2022-06,2022,6,19,Sunday,1,12.0,0,False,True,False,False,True,False
Coca Cola,2.5,3.0,7.5,2023-08-02,2023-08,2023,8,2,Wednesday,0,2.5,0,True,False,False,False,False,True
